"TIMESTAMP_START","TIMESTAMP_END","CO2","CO2_SIGMA","H2O","H2O_SIGMA","FC","FC_SSITC_TEST","LE","LE_SSITC_TEST","ET","ET_SSITC_TEST","H","H_SSITC_TEST","G","SG","FETCH_MAX","FETCH_90","FETCH_55","FETCH_40","WD","WS","WS_MAX","USTAR","ZL","TAU","TAU_SSITC_TEST","MO_LENGTH","U","U_SIGMA","V","V_SIGMA","W","W_SIGMA","PA","TA_1_1_1","RH_1_1_1","T_DP_1_1_1","TA_1_1_2","RH_1_1_2","T_DP_1_1_2","TA_1_1_3","RH_1_1_3","T_DP_1_1_3","TA_1_1_4","VPD","T_SONIC","T_SONIC_SIGMA","PBLH","TS_1_1_1","TS_1_1_2","SWC_1_1_1","SWC_1_1_2","ALB","NETRAD","SW_IN","SW_OUT","LW_IN","LW_OUT","P"
202503272330,202503280000,430.0884,1.007737,3.918179,0.1572034,0.5696763,8,3.839422,8,0.00561062,8,-11.62029,8,-21.95325,-26.7785,29.80941,1024.551,128.1445,78.08615,19.58026,2.411804,4.361071,0.1607234,0.09659805,0.02612618,4,26.85489,2.287195,0.4574878,0,0.7459137,3.72529e-09,0.09697041,84.03601,15.95856,17.94311,-8.394425,17.44301,16.44627,-8.328767,15.84445,22.13219,-5.756848,15.89085,16.73895,17.80457,0.7511718,137.8857,12.20901,12.10335,8.524643,7.52184,0,-78.60595,-3.704819,-0.54402,311.6823,387.1275,0
202503280000,202503280030,428.7554,1.046129,4.04646,0.2094948,0.782427,9,3.729256,9,0.005453721,9,-16.37097,9,8.787329,3.422132,415.2854,5604.628,2147.277,1243.977,2.638428,2.557705,4.041262,0.05210457,4.016937,0.002738608,9,0.645798,2.50254,0.5072104,0,0.5282828,-7.450581e-09,0.1126966,84.04678,16.76697,17.60272,-7.989376,18.34096,16.06735,-7.919752,16.62548,21.73941,-5.345614,16.76571,17.81309,18.71541,1.022845,109.3976,12.24248,11.96482,8.534037,7.449122,0,-67.24006,-2.612297,0.1434487,326.0829,390.5672,0
202503280030,202503280100,429.311,1.174172,4.279302,0.2504707,0.05584196,9,2.50879,9,0.00367028,9,-0.7129154,9,-7.845843,-12.87546,48.10711,1134.097,176.6827,112.53,5.77002,1.982632,3.67653,0.09348314,0.0241596,0.00880232,7,107.3747,1.878537,0.5070997,0,0.6039038,7.450581e-09,0.1065589,84.04326,17.08841,18.23876,-7.269465,18.56478,16.75352,-7.203862,17.01902,22.20552,-4.735608,17.03418,17.90293,18.96112,0.7841997,225.4073,12.15479,11.88789,8.535096,7.451204,0,-64.05175,-3.240121,-0.7642086,332.0224,393.5982,0
202503280100,202503280130,428.8657,1.396378,4.488922,0.3545622,0.3992791,9,10.58199,9,0.01548501,9,-6.775851,9,11.06537,6.540034,146.8764,5347.792,857.7472,480.3776,7.742523,2.434317,4.135702,0.06657858,0.7315983,0.004459958,9,3.545839,2.38672,0.4802766,0,0.4636918,7.450581e-09,0.1422728,84.03538,17.41381,18.73112,-6.666205,18.85667,17.27575,-6.601971,17.2807,22.76678,-4.186728,17.33234,18.12822,19.27269,0.8389908,112.5498,12.27933,11.85341,8.535742,7.456107,0,-58.26311,-2.560308,-0.1673467,339.9036,395.7738,0
202503280130,202503280200,428.682,1.029809,4.363743,0.1804207,0.4863911,7,3.881344,7,0.005680459,7,-6.196742,7,-7.604448,-11.36095,24.61601,919.6314,109.617,66.19222,357.8177,1.613104,3.699767,0.1174877,0.1294238,0.01388188,7,20.04368,1.452057,0.5938236,0,0.7173808,3.72529e-09,0.1189673,84.03291,17.38824,18.22307,-7.015316,18.99201,16.58494,-6.943862,17.41752,22.07632,-4.466156,17.44015,18.39687,19.39676,0.399244,130.4823,12.14871,11.8244,8.497574,7.460146,0,-58.89681,-2.859537,-0.3503804,338.8161,395.2038,0
202503280200,202503280230,428.9603,1.351639,4.543856,0.2200592,0.9645435,8,5.941702,8,0.00869513,8,-5.386996,8,-3.720861,-7.131386,16.70003,549.6045,70.82726,43.69528,4.645416,1.368203,4.700219,0.1208377,0.1002991,0.01468634,5,25.86395,1.14012,0.7177387,0,0.5754737,3.72529e-09,0.1632726,84.02156,17.31801,19.05588,-6.495734,18.90509,17.38151,-6.42478,17.331,22.86608,-4.075694,17.36592,18.14091,19.32633,0.7052755,136.8087,12.13262,11.77801,8.491668,7.427566,0,-53.89164,-2.493918,-0.2179214,343.2424,394.858,0
202503280230,202503280300,428.7924,1.240455,4.711164,0.2759421,1.101089,9,5.24721,9,0.007679088,9,0.4595975,9,-6.891517,-9.733601,0.3090165,9.142566,3.211331,0.6693716,286.768,0.7302801,3.494485,0.147284,-0.0085859,0.02181005,4,-302.1384,0.1566352,0.578495,0,0.6035368,-1.862645e-09,0.168483,84.00647,17.2253,19.85802,-6.040416,18.96298,17.94872,-5.962418,17.36929,23.52596,-3.674577,17.35081,18.07539,19.39979,0.5653741,1368.32,12.0471,11.76876,8.465784,7.383644,0,-52.44235,-2.477497,0.05728859,344.024,393.9316,0
202503280300,202503280330,429.2326,2.19333,4.858888,0.2492655,1.917508,8,2.982512,8,0.00436359,8,-8.286368,8,0.07177878,-2.503026,58.10365,163.5719,83.20422,62.91583,217.5162,0.7794513,3.458498,0.2793465,0.01309743,0.0785301,6,198.064,0.1910178,0.7115826,0,0.4951365,0,0.1934113,84.00535,16.90152,20.90423,-5.630824,18.58011,18.96174,-5.555149,17.08284,24.42415,-3.40891,17.00776,17.43424,19.02996,0.6190189,293.029,11.96829,11.73313,8.463222,7.385717,0,-47.70592,-1.629788,1.007349,345.8031,390.8719,0
202503280330,202503280400,429.6525,2.564682,5.107845,0.3552373,1.576462,7,13.50519,7,0.01973689,7,-23.19427,7,-9.736723,-12.31632,47.22878,136.6996,68.2899,51.5689,59.48303,1.765642,5.72929,0.2015226,0.09626136,0.0410363,6,26.94882,1.376215,0.9512434,0,1.0294,2.793968e-09,0.1807832,84.0196,16.00927,23.28683,-4.976992,17.4911,21.38046,-4.909693,15.92359,27.45524,-2.840578,15.93144,15.81113,17.96209,0.7528926,137.9878,11.87802,11.64942,8.465428,7.387795,0,-52.88303,-2.648615,-0.3143227,338.7996,389.3483,0
202503280400,202503280430,428.7702,1.428299,4.941444,0.239079,1.272203,7,12.67111,7,0.01852311,7,-11.48538,7,-17.95205,-20.72478,9.973588,352.9161,43.9496,27.13919,60.50131,1.172092,3.129834,0.1322869,0.1629918,0.01767159,7,15.91571,0.903169,0.5709606,0,0.670922,1.862645e-09,0.1114893,84.04509,16.22946,22.20835,-5.394476,17.73226,20.32476,-5.326373,16.21403,26.23024,-3.188846,16.19306,16.24358,18.1885,0.4911527,125.9953,11.77537,11.60143,8.406058,7.389553,0,-53.39037,-2.584253,-0.3444302,338.7218,389.8723,0
202503280430,202503280500,429.8086,2.494995,5.015557,0.240373,2.610301,3,11.23705,3,0.0164132,3,-19.33273,4,-2.944058,-6.026831,3.65875,110.8236,16.82935,10.09205,55.42664,0.8524753,2.631956,0.1637872,0.1494827,0.02717099,6,17.35405,0.6354522,0.4255738,0,0.5611334,3.72529e-09,0.1424485,84.04884,15.27583,23.96031,-5.200768,16.82006,21.85585,-5.130436,15.35536,27.90382,-3.099583,15.29788,15.03801,17.28167,0.4427012,127.5588,11.62054,11.54677,8.458199,7.391954,0,-49.48269,-2.575172,-0.3618783,337.9607,385.2301,0
202503280500,202503280530,429.459,3.02575,4.99086,0.2922285,2.24107,7,11.74151,7,0.01714357,7,-13.78769,7,-6.226482,-9.755426,11.473,464.9162,52.95308,32.29769,25.38455,0.9323646,2.398257,0.1125747,0.3227119,0.01285379,1,8.03853,0.83823,0.439414,0,0.3979324,0,0.1420419,84.04972,14.84818,24.50543,-5.276577,16.50992,22.19392,-5.20085,14.96164,28.42135,-3.192897,14.99438,14.68405,16.96864,0.4645105,117.4332,11.55608,11.46498,8.433921,7.394862,0,-43.28197,-1.573581,0.2254538,340.3888,381.8718,0
202503280530,202503280600,428.6156,1.411232,5.263228,0.2909409,1.951052,3,17.22559,3,0.02514858,3,-25.2267,3,1.109901,-2.725785,45.44709,131.6629,65.72832,49.63303,47.21948,1.981678,5.683675,0.2028255,0.1020195,0.04174164,3,25.42779,1.895018,0.9919157,0,0.5612142,1.862645e-09,0.1909118,84.06575,14.93241,25.70352,-4.56465,16.3832,23.5734,-4.49815,14.87126,29.92394,-2.574792,14.8744,14.30371,16.86671,0.423218,136.3346,11.59674,11.35582,8.405174,7.357574,0,-38.8872,-1.435671,-0.07053784,346.5226,384.0446,0
202503280600,202503280630,428.0774,0.8397958,5.275794,0.2580449,2.031468,1,26.37117,1,0.03850142,1,-29.34448,1,4.071853,0.255052,29.97462,1283.063,141.061,84.06676,60.84979,2.542109,5.222477,0.1755384,0.1805247,0.03127064,1,14.36994,2.471111,0.6625003,0,0.6144611,5.587936e-09,0.2053144,84.08607,14.97588,25.70296,-4.525943,16.41881,23.58477,-4.459791,14.8901,30.14077,-2.457801,14.89568,14.33393,16.90358,0.393932,124.3152,11.60876,11.31555,8.398536,7.318155,15.33699,-41.8483,0.6953711,0.2681246,343.9069,386.1824,0
202503280630,202503280700,428.4288,1.21582,5.367125,0.3130925,1.90331,9,28.55666,9,0.04167076,9,-32.47405,9,8.158307,4.637903,34.03562,1767.37,173.3375,100.819,31.37131,2.184136,5.959922,0.1372192,0.4187845,0.01914791,9,6.194426,1.963222,0.9225078,0,0.894949,0,0.1993135,84.10517,14.39599,27.17154,-4.301203,15.81726,24.9637,-4.235816,14.35377,31.53293,-2.327772,14.34746,13.55672,16.30936,0.5691064,115.4287,11.66237,11.30686,8.372817,7.319931,20.29481,-30.86013,11.03464,2.271973,344.3501,383.9729,0
202503280700,202503280730,428.2707,1.061155,5.67106,0.3583404,1.635367,3,28.43832,3,0.0414754,3,-23.17546,3,17.35947,13.74198,30.13486,1364.741,145.0105,85.95486,29.05853,2.267276,5.764983,0.1514209,0.2175619,0.02335975,7,11.92364,2.117068,0.7174374,0,0.8333809,7.450581e-09,0.1767655,84.10357,13.84434,29.7418,-3.572874,15.20268,27.42249,-3.509902,13.78382,34.27978,-1.698643,13.76177,12.60389,15.72133,0.4816671,121.6561,11.85085,11.30843,8.325317,7.323782,21.5263,-14.54229,31.36714,6.75401,342.7349,381.8903,0
202503280730,202503280800,427.7918,1.538733,5.43962,0.4060605,1.301998,8,15.46073,8,0.02255865,8,-6.043354,8,19.68357,16.50056,9.324151,211.4201,33.76615,21.90316,32.18442,1.518124,4.136103,0.1921483,0.0253553,0.03756394,3,102.3112,1.181202,0.7465017,0,0.8841444,7.450581e-09,0.1934077,84.11843,14.30736,27.69599,-4.135339,15.76189,25.39077,-4.068309,14.25561,32.07374,-2.191563,14.32764,13.42876,16.26053,0.4737218,219.9034,12.11543,11.30554,8.326182,7.328695,21.92048,2.418579,54.88947,12.03448,343.1966,383.6331,0
202503280800,202503280830,426.9926,1.012714,5.244132,0.3017807,0.9014358,2,30.71592,1,0.04484974,1,-17.71554,1,36.80931,34.61906,38.12733,108.9058,54.83949,41.44182,69.32715,2.447962,7.280939,0.2562281,0.03317678,0.06661596,3,78.19112,2.021564,1.19161,0,1.350372,5.587936e-09,0.3003822,84.10624,15.06002,25.41681,-4.606667,16.49235,23.32747,-4.541033,15.00796,29.75934,-2.530111,15.0485,14.44398,16.97425,0.2519301,193.686,12.3737,11.31979,8.32561,7.330147,22.03152,22.77858,88.7061,19.49148,342.2217,388.6577,0
202503280830,202503280900,426.9886,0.3874411,5.60321,0.4178593,0.7359995,3,68.70343,3,0.1003397,3,-29.08898,3,47.70319,46.49014,45.92692,130.8934,66.03461,49.9043,41.37842,3.435155,7.59599,0.3041303,0.03120326,0.09374608,3,83.13651,3.315591,1.052372,0,0.8879702,3.72529e-09,0.2825324,84.09059,15.30778,26.7262,-3.743433,16.6671,24.6443,-3.680762,15.24295,30.95729,-1.798217,15.2594,14.35708,17.18232,0.2698208,199.0614,13.03696,11.44095,8.250417,7.327485,21.85702,63.78344,154.4431,33.77362,335.6231,392.5091,0
202503280900,202503280930,426.9911,0.2735956,5.447082,0.3420708,0.3113022,1,48.29707,1,0.07055858,1,-19.92303,1,23.37336,23.18138,41.02096,116.552,58.90223,44.52241,50.32727,3.776454,8.447375,0.2889897,0.02478947,0.0845691,3,104.6464,3.677088,1.138063,0,0.8567885,0,0.3091847,84.10595,15.63337,25.44458,-4.10675,17.01159,23.43343,-4.043445,15.5664,29.72451,-2.061922,15.59436,14.90542,17.51312,0.1883523,222.4418,13.1387,11.57729,8.24315,7.255405,21.93334,59.17163,146.1619,32.04505,339.5048,394.45,0
202503280930,202503281000,426.9538,0.2520552,5.39252,0.3900517,0.1552464,4,64.63297,1,0.09444847,1,-14.86499,1,42.69697,43.67701,42.45578,119.828,60.82402,45.98985,45.49628,3.553289,8.103841,0.2962139,0.01483566,0.08876909,1,174.8577,3.415878,0.9251186,0,0.9866033,0,0.3035829,84.10532,15.90479,24.76122,-4.245837,17.2486,22.85166,-4.184228,15.8344,28.93426,-2.194714,15.86219,15.24465,17.74548,0.1505602,278.3583,13.78925,11.70351,8.24173,7.248248,21.59675,97.64674,193.2952,41.75137,343.6007,397.4978,0
202503281000,202503281030,427.1257,0.3004718,5.265796,0.376253,0.2058894,4,62.80268,1,0.09178265,1,-15.57885,2,-45.72272,-43.57704,41.95138,118.5006,60.11722,45.45373,58.24872,3.643206,8.440582,0.2960878,0.01597544,0.0886543,1,162.3824,3.55168,1.007876,0,0.816227,7.450581e-09,0.3080211,84.09328,15.96893,24.07953,-4.561244,17.31953,22.21514,-4.4995,15.93396,28.19075,-2.460837,15.93144,15.43988,17.80484,0.1794494,270.4716,13.69893,11.82455,8.172718,7.246246,21.29479,68.15898,153.7591,32.80062,344.996,397.7955,0
202503281030,202503281100,426.7341,0.5524946,5.043919,0.3911684,-0.2648917,1,41.14477,1,0.06013826,1,-6.309865,1,46.34581,49.02033,22.55693,517.9163,82.20783,52.58425,66.51678,2.223068,4.854138,0.1797591,0.02315275,0.03266847,3,112.0441,2.005962,0.7383283,0,0.9182305,9.313226e-10,0.2047495,84.10328,16.15311,22.80276,-5.128686,17.46231,21.09056,-5.069145,16.06317,27.11073,-2.876369,16.07377,15.80318,17.92748,0.1185759,230.4827,13.78703,11.87024,8.068607,7.245642,21.24274,76.68267,164.0226,34.82932,345.9406,398.4512,0
202503281100,202503281130,427.0744,0.3185974,5.203163,0.4955453,0.05032704,4,78.02518,3,0.1140678,3,-15.1856,3,-37.47646,-34.04113,45.56806,128.4219,65.25637,49.34406,51.92896,3.123547,9.195239,0.3027522,0.01326844,0.09256813,3,195.5113,2.896604,1.24683,0,1.177221,3.72529e-09,0.2840236,84.0834,16.35617,23.21085,-4.742232,17.703,21.42627,-4.680842,16.28365,27.45323,-2.52618,16.30428,15.97852,18.18319,0.1454517,291.4152,14.08832,11.98249,8.015483,7.243922,20.74467,81.68574,170.753,35.51425,346.828,400.381,0
202503281130,202503281200,426.6174,0.3449769,5.14565,0.42053,-0.1780741,6,81.74145,1,0.1195283,1,-11.24118,2,88.37014,91.64766,44.50569,124.2244,63.51873,48.05174,35.36524,4.105231,8.987029,0.3498738,0.005169734,0.1234569,1,501.7918,3.990328,1.14918,0,0.966807,7.450581e-09,0.338053,84.03619,16.58314,22.60817,-4.883426,17.93807,20.85722,-4.821766,16.52371,26.76134,-2.653977,16.53824,16.33276,18.41333,0.2264518,485.0408,14.26106,12.06767,8.123054,7.242711,21.25828,115.4933,215.9722,45.91252,346.8953,401.4616,0
202503281200,202503281230,426.9006,0.4098968,4.892952,0.4858676,-0.9234883,8,119.0657,8,0.1741671,8,-2.249842,8,8.15045,11.80131,41.61119,115.2884,59.23333,44.82444,47.14075,5.402486,11.14148,0.4288371,-0.00222339,0.1852155,2,-1166.745,5.150479,1.404781,0,1.649927,0,0.4506844,84.01803,16.90951,21.07053,-5.56691,18.29823,19.3971,-5.504112,16.88644,25.17191,-3.187089,16.90817,17.01609,18.75081,0.2059148,1000,14.76644,12.25555,8.099766,7.242716,21.35457,158.8283,275.0477,58.77614,347.1908,404.634,0
202503281230,202503281300,427.2604,0.3066227,4.6247,0.3113931,-0.2000944,1,77.7024,1,0.113651,1,-9.592093,1,-44.11441,-39.568,38.23329,105.9541,54.42493,41.1857,64.53207,6.079798,12.23392,0.4446762,0.001954454,0.1992949,3,1327.292,5.902336,1.641256,0,1.447627,0,0.519499,84.0425,16.77459,20.09529,-6.268294,18.17333,18.48859,-6.20539,16.78885,24.18402,-3.790258,16.77169,17.07364,18.60095,0.2300522,1000,14.32816,12.31713,8.03011,7.240556,21.1877,100.1974,198.4075,42.03528,346.5428,402.7175,0
202503281300,202503281330,426.475,0.3393437,4.295576,0.3123897,-0.8747458,3,66.63727,3,0.09746598,3,5.552309,3,58.85183,63.24432,45.87657,126.8726,65.26919,49.39546,75.91415,5.580996,11.42358,0.3926596,-0.005583806,0.1554047,3,-464.5809,5.333473,1.529987,0,1.688411,4.656613e-10,0.4816243,84.03516,16.79752,18.63276,-7.229445,18.193,17.14309,-7.167175,16.78159,22.83242,-4.559239,16.80144,17.37246,18.59033,0.1400141,1289.719,14.52409,12.31291,7.96425,7.240984,21.57472,136.2061,247.25,53.34302,345.1878,402.8887,0
202503281330,202503281400,426.6575,0.4150703,4.607545,0.3547514,-1.407578,7,72.81074,7,0.1064864,7,7.859614,7,-46.15621,-41.28021,42.96433,118.7617,61.11288,46.25121,83.64838,3.570744,9.700152,0.2768657,-0.02038043,0.07726888,5,-127.2854,3.034144,1.333533,0,1.901355,0,0.3686083,84.02478,16.732,20.06736,-6.321954,18.03648,18.56792,-6.263302,16.69209,24.19606,-3.862316,16.68673,16.90986,18.46232,0.2677234,1452.926,15.03147,12.37984,7.916622,7.240283,21.00028,127.3762,229.1102,48.22147,350.8178,404.3304,0
202503281400,202503281430,426.5018,0.3450594,4.671332,0.4014233,-0.2030098,4,70.56169,3,0.1031545,3,-12.31693,4,-34.60625,-30.06518,42.93938,119.8935,61.28786,46.36365,131.2237,4.474371,13.94197,0.3771238,0.005286966,0.1435785,5,490.6651,4.247302,1.7969,0,1.419711,0,0.4291943,84.02874,16.28834,20.93351,-6.151114,17.59143,19.38184,-6.092455,16.26256,25.12526,-3.729665,16.22642,16.28387,18.02253,0.3024684,478.0066,14.15576,12.27542,7.886862,7.240294,20.5773,56.02106,132.7331,27.34284,349.7292,399.0984,0
202503281430,202503281500,425.5869,0.4571806,4.684369,0.314399,-1.121173,3,73.90185,3,0.1080052,3,14.55601,3,55.77628,59.08884,39.46022,109.1043,56.12982,42.47982,87.17762,4.542289,12.3249,0.3491718,-0.01574085,0.1232438,5,-164.8024,4.022301,1.669817,0,2.13713,1.862645e-09,0.4498942,84.04736,15.95686,21.44428,-6.097958,17.30154,19.78029,-6.037212,15.95042,25.63153,-3.724815,15.95965,15.90493,17.73345,0.2807511,1434.773,14.8492,12.34837,7.843292,7.241705,21.3299,146.2248,255.2563,54.48069,344.7864,399.3371,0
202503281500,202503281530,425.3406,0.4331018,4.941651,0.2267698,-1.068088,1,55.48229,1,0.08104758,1,14.76664,1,-36.44588,-32.6483,39.02221,107.888,55.50542,42.0074,90.42154,4.084332,10.31601,0.3107672,-0.0212572,0.09777766,3,-122.0353,3.89214,1.350087,0,1.216618,0,0.4060372,84.0449,15.45717,23.33992,-5.386882,16.82003,21.49371,-5.324832,15.46207,27.56058,-3.165592,15.456,15.0932,17.27477,0.1575798,1455.467,14.49499,12.33762,7.802087,7.220614,21.33921,98.21175,192.1837,41.0089,343.42,396.383,0
202503281530,202503281600,425.0037,0.4369995,5.001814,0.2851824,-0.3565468,3,59.02615,3,0.08622294,3,12.12406,3,3.252848,6.960942,39.78224,109.9842,56.5865,42.82558,70.81283,4.26883,10.0695,0.2964385,-0.021209,0.08895292,4,-122.3127,3.931253,1.119058,0,1.730443,0,0.3780886,84.02665,15.45962,23.61616,-5.238066,16.82878,21.74037,-5.175654,15.44464,27.89174,-3.023087,15.46307,15.05568,17.28905,0.227221,1455.333,14.75604,12.36561,7.757491,7.159417,21.96851,122.2459,227.8213,50.06407,340.9905,396.5018,0
202503281600,202503281630,425.3624,0.4256986,5.258035,0.2603567,-0.3551155,5,61.3451,5,0.08958788,5,6.030483,5,-5.77455,-2.215798,43.98584,121.6434,62.57711,47.35829,65.74292,4.471695,11.77345,0.3804831,-0.00622129,0.1466216,3,-416.9762,4.263978,1.617696,0,1.320852,-1.862645e-09,0.4280208,84.00386,15.17591,25.27031,-4.5804,16.54957,23.25456,-4.51739,15.18321,29.52048,-2.48526,15.18031,14.5051,17.03287,0.1939226,1312.753,14.61749,12.37427,7.710375,7.158879,22.05393,104.1575,207.6984,45.79516,337.236,394.9818,0
202503281630,202503281700,425.4942,0.3432943,5.362409,0.320392,0.5236138,3,52.70719,3,0.07697466,3,-3.551717,3,-49.72414,-46.3415,48.12379,133.2861,68.50399,51.83995,52.56323,3.580951,8.353513,0.292983,0.0005270237,0.08689434,3,4922.226,3.489133,1.067334,0,0.8030358,-1.862645e-09,0.2945528,83.97083,15.22272,25.67752,-4.332299,16.58444,23.65117,-4.269732,15.20387,30.01335,-2.242961,15.20231,14.46145,17.07742,0.1369871,1000,14.37051,12.36482,7.671152,7.159732,22.35544,63.86555,152.8945,34.21037,339.4891,394.3076,0
202503281700,202503281730,425.583,0.4911707,5.221808,0.309091,1.320094,1,40.4258,1,0.05903103,1,-16.05992,1,-44.11343,-41.73495,46.36311,132.0307,66.64394,50.36663,48.10724,3.092727,6.877555,0.2526248,0.02978867,0.06462287,3,87.08443,2.968678,1.071243,0,0.7471058,3.72529e-09,0.2660913,83.95138,15.10194,25.19631,-4.687087,16.50243,23.1632,-4.622942,15.06883,29.52574,-2.581878,15.0859,14.48122,16.98232,0.1608869,203.3526,13.67339,12.25857,7.672457,7.161014,22.6639,8.597522,86.95606,19.68104,332.1826,390.8601,0
202503281730,202503281800,425.493,0.4551403,5.196553,0.2369708,1.759054,1,40.31336,1,0.0588555,1,-25.26401,1,-33.16521,-32.14482,44.77096,126.9362,64.24988,48.56849,47.56189,4.766224,8.878932,0.3297886,0.02244166,0.110219,1,115.5944,4.630935,1.007734,0,1.140444,0,0.362878,83.96002,14.87291,25.4484,-4.74266,16.29794,23.35619,-4.677367,14.86795,29.81369,-2.622946,14.86326,14.25846,16.77528,0.2033378,234.3417,13.19423,12.14401,7.654141,7.163176,24.11128,-15.8276,51.61823,12.44368,333.9516,388.9538,0
202503281800,202503281830,425.3894,0.6117237,5.346584,0.2026522,2.424882,1,34.5521,1,0.05042928,1,-31.50232,1,-35.23651,-35.69569,45.55139,130.2392,65.56848,49.54438,47.37811,4.350186,8.716459,0.3009785,0.03803521,0.09188529,1,68.20338,4.199622,1.012553,0,1.142421,0,0.3241,83.94895,14.57025,26.69112,-4.366566,16.02276,24.45181,-4.299741,14.55628,31.13226,-2.311075,14.56004,13.81161,16.51332,0.2621969,182.8298,12.82632,12.03283,7.599928,7.167228,32.12834,-40.22565,13.24296,3.657305,336.4833,386.2946,0
202503281830,202503281900,425.783,1.048432,5.455651,0.2090767,2.57452,3,27.39434,3,0.03997029,3,-32.30158,3,-31.66072,-33.08043,50.82861,145.8298,73.2737,55.35524,48.22589,3.118654,9.751972,0.2784996,0.05001653,0.07875862,3,51.86544,2.920617,1.258683,0,1.14763,3.72529e-09,0.2614929,83.95095,14.25671,27.79618,-4.098703,15.69156,25.49101,-4.032485,14.23953,32.24229,-2.115371,14.22356,13.33975,16.19154,0.3513476,165.0711,12.4727,11.90447,7.532085,7.173371,2.59058,-50.1037,-2.020275,0.03339189,335.8076,383.8576,0
202503281900,202503281930,425.838,1.223061,5.480762,0.2243395,2.928799,1,23.80416,1,0.03472274,1,-30.16448,1,-18.17711,-20.25039,46.02474,133.1473,66.53203,50.2432,58.37381,2.370398,7.276254,0.2238075,0.09032095,0.05090599,3,28.72124,2.207562,0.8471285,0,0.8895329,1.862645e-09,0.2379064,83.94227,14.00976,28.36375,-4.042836,15.49401,25.93617,-3.97427,13.96249,32.93126,-2.071641,13.97499,13.09499,15.99598,0.3791732,139.9144,12.1295,11.75919,7.535798,7.177865,0,-50.48188,-2.586894,0.08076862,333.2487,381.0629,0
202503281930,202503282000,426.4819,2.215827,5.49136,0.2983873,4.091832,3,21.44345,3,0.03127842,3,-28.44514,3,-18.33043,-20.99373,48.79595,141.4568,70.60225,53.31027,53.3924,1.532208,4.131932,0.2026986,0.1148906,0.04177028,3,22.57914,1.247627,0.8262648,0,0.9036603,0,0.2002818,83.96294,13.96993,28.50766,-4.020129,15.43285,26.11802,-3.95257,13.93591,33.02448,-2.063406,13.93454,13.01866,15.93564,0.4705159,133.2382,11.99624,11.63973,7.503242,7.160288,0,-45.83644,-2.40818,0.1654386,337.2708,380.5336,0
202503282000,202503282030,425.1773,0.9488692,5.294402,0.2416446,2.633913,1,23.29195,1,0.03398182,1,-30.86563,1,-6.45419,-9.235106,40.18556,116.3573,58.08616,43.86562,96.52378,2.040359,5.846794,0.2272327,0.08846294,0.05246154,3,29.32448,1.846295,0.8630531,0,0.8249859,0,0.2861895,83.96946,14.17959,27.11075,-4.500099,15.71543,24.71646,-4.42946,14.15415,31.62118,-2.456151,14.18067,13.501,16.20068,0.3856903,140.5701,11.86619,11.53981,7.514885,7.110274,0,-46.70895,-1.770058,0.8448438,337.0739,381.168,0
202503282030,202503282100,425.0505,0.7828224,5.120482,0.1623354,2.407485,1,18.42792,1,0.02689312,1,-26.46306,1,-6.870349,-9.545029,27.60121,1278.069,134.2063,79.27758,77.64789,2.248093,4.939291,0.1524137,0.2522929,0.02358043,8,10.28222,1.983896,0.9219369,0,0.9394018,0,0.2564436,83.97513,14.46016,25.75145,-4.931912,15.97283,23.50559,-4.862624,14.45209,30.23357,-2.795428,14.47189,13.94072,16.44263,0.3070602,119.872,11.82876,11.43641,7.624471,7.107786,0,-46.01217,-2.125804,0.3858361,339.845,383.3454,0
202503282100,202503282130,426.2332,1.922179,5.333344,0.3129105,2.012004,5,16.96113,5,0.02474239,5,-23.24893,5,-19.47463,-22.41728,19.71845,770.9161,89.62606,53.95275,28.06653,2.007513,6.606108,0.1686732,0.1633197,0.02891161,8,15.88376,1.780403,1.019018,0,0.8849451,1.117587e-08,0.1928774,83.94806,14.00926,27.63138,-4.408318,15.40809,25.41919,-4.343944,14.02416,32.07725,-2.384646,13.96236,13.12637,15.89636,0.5773944,125.9606,11.64968,11.37133,7.624565,7.110207,0,-49.59936,-2.945965,-0.408857,334.3538,381.416,0
202503282130,202503282200,425.8896,1.118205,5.423696,0.2556483,1.182307,5,10.67287,5,0.01555775,5,-14.10286,5,-10.05364,-13.68592,41.80742,2156.012,212.2054,123.7101,16.95789,2.149603,4.585787,0.117541,0.2922691,0.01407451,8,8.875828,2.020008,0.6266062,0,0.7154146,-7.450581e-09,0.174706,83.93195,13.26186,29.47078,-4.184636,14.71087,27.00185,-4.117626,13.25224,34.05408,-2.245353,13.24491,12.2762,15.20627,0.4313512,118.3433,11.43879,11.29631,7.602009,7.114661,0,-51.19495,-2.716115,-0.1351818,328.2292,376.8432,0
202503282200,202503282230,425.2452,1.416904,5.603133,0.2514488,2.895202,3,20.68887,3,0.03016071,3,-30.33829,3,-16.67234,-21.01587,53.635,154.5064,77.44308,58.49221,48.24494,2.002088,6.063113,0.2457533,0.06909897,0.06150027,4,37.54224,1.819575,1.147621,0,0.7299383,3.72529e-09,0.2157543,83.93126,13.37694,30.21967,-3.752934,14.83619,27.66814,-3.685226,13.34642,34.85068,-1.853322,13.35453,12.26454,15.34802,0.4631533,149.5024,11.29165,11.19045,7.553064,7.119271,0,-54.31818,-2.829398,0.03614159,325.6664,377.1191,0
