"""TIMESTAMP_START""","""TIMESTAMP_END""","""CO2""","""CO2_SIGMA""","""H2O""","""H2O_SIGMA""","""FC""","""FC_SSITC_TEST""","""LE""","""LE_SSITC_TEST""","""ET""","""ET_SSITC_TEST""","""H""","""H_SSITC_TEST""","""G""","""SG""","""FETCH_MAX""","""FETCH_90""","""FETCH_55""","""FETCH_40""","""WD""","""WS""","""WS_MAX""","""USTAR""","""ZL""","""TAU""","""TAU_SSITC_TEST""","""MO_LENGTH""","""U""","""U_SIGMA""","""V""","""V_SIGMA""","""W""","""W_SIGMA""","""PA""","""TA_1_1_1""","""RH_1_1_1""","""T_DP_1_1_1""","""TA_1_1_2""","""RH_1_1_2""","""T_DP_1_1_2""","""TA_1_1_3""","""RH_1_1_3""","""T_DP_1_1_3""","""TA_1_1_4""","""VPD""","""T_SONIC""","""T_SONIC_SIGMA""","""PBLH""","""TS_1_1_1""","""TS_1_1_2""","""SWC_1_1_1""","""SWC_1_1_2""","""ALB""","""NETRAD""","""SW_IN""","""SW_OUT""","""LW_IN""","""LW_OUT""","""P"""
202503141230,202503141300,426.1262,0.7870998,2.570623,0.1294486,1.147555,3,45.53922,3,0.06595854,3,293.9157,3,-146.848,-140.4144,43.80855,121.0275,62.30264,47.15269,194.4521,5.435142,10.45401,0.458824,-0.1090505,0.2189375,3,-23.78833,5.092041,1.766234,0,1.869114,0.0,0.4509478,83.57277,6.37902,22.15462,-13.72808,7.472412,20.63848,-13.68004,6.546063,24.72506,-12.22009,6.531937,8.275506,7.701814,1.237249,1624.233,19.25257,8.298575,1.991707,2.895472,21.46305,608.6262,915.155,196.4303,248.5405,358.6391,0.0
202503141300,202503141330,425.9592,0.98625,2.473871,0.1390623,1.684679,3,43.40697,3,0.06288803,3,287.6514,3,225.5401,232.6876,42.5164,117.4783,60.46733,45.76344,199.8862,5.838991,11.93053,0.4680752,-0.1005292,0.2275291,3,-25.80474,5.502241,1.803333,0,1.906451,1.490116e-08,0.4775829,83.53952,6.68909,20.86226,-14.20653,7.815983,19.3917,-14.15726,6.843865,23.56507,-12.56543,6.867725,8.606297,8.03689,1.280262,1583.905,19.06678,8.558746,2.045927,2.892666,21.52749,591.7861,891.4836,192.9979,253.473,360.1727,0.0
202503141330,202503141400,425.8374,1.835066,2.435425,0.2046792,0.6239098,3,17.76057,4,0.02572499,4,153.1326,3,-5.561998,1.585465,38.9372,107.6081,55.37665,41.9107,192.4132,4.683024,10.64461,0.3777049,-0.1016206,0.1482592,5,-25.52759,4.032441,2.167509,0,2.17101,1.490116e-08,0.4301554,83.51801,6.546939,20.70047,-14.4228,7.708562,19.20572,-14.37221,6.577119,23.5442,-12.81123,6.677084,8.543405,7.926023,0.9133377,1589.448,16.75258,8.636426,2.059179,2.889416,21.64475,341.9102,544.9379,119.4128,271.4854,355.1004,0.0
202503141400,202503141430,426.5922,1.039279,2.866337,0.2195965,1.71197,1,32.4756,1,0.04708575,1,297.7437,1,-81.6352,-74.88311,41.6229,115.013,59.19628,44.8015,129.6905,5.822481,13.79371,0.4716852,-0.1016016,0.2302664,1,-25.53236,5.554737,1.921104,0,1.624484,7.450581e-09,0.4942146,83.5013,7.505508,22.88253,-12.40129,8.229482,21.87453,-12.36931,7.626774,25.67337,-10.84888,7.539366,8.583052,8.485771,1.233033,1589.353,19.82624,8.919372,2.120265,2.886889,21.86113,570.4582,852.7059,187.3006,267.9935,362.9406,0.0
202503141430,202503141500,426.3887,0.8233311,2.977348,0.1249173,1.712226,3,36.49652,3,0.05288165,3,243.4042,3,1190.446,-4.787107,49.56465,136.9488,70.49808,53.35438,152.504,3.408307,8.686142,0.5325796,-0.05779858,0.2942201,4,-44.88224,2.208811,1.482723,0,2.592991,-7.450581e-09,0.4485886,83.49098,7.048955,24.50213,-11.90705,7.759607,23.42307,-11.87543,6.952554,27.49878,-10.53895,6.968654,8.141322,8.025371,1.141902,1492.799,19.37899,9.154915,2.109286,2.884,21.99605,492.7962,752.873,166.0987,269.3381,363.3162,0.0
202503141500,202503141530,427.0315,0.8764003,2.971465,0.1452425,-1.020575,3,33.56452,3,0.04863244,3,155.9621,3,963.5462,-124.6283,50.50151,139.5353,71.83107,54.36317,164.141,3.023541,8.910612,0.497097,-0.04570236,0.256258,4,-56.7614,1.674132,1.553299,0,2.367025,7.450581e-09,0.4090153,83.46387,7.016124,24.48357,-11.9479,7.915633,23.10065,-11.90789,6.933582,27.35753,-10.62211,6.925681,8.248833,8.180997,0.8834538,1487.051,17.06099,9.171212,2.164847,2.882277,21.78444,280.6597,479.6006,105.9147,270.7014,363.7276,0.0
202503141530,202503141600,426.1326,0.6982001,2.866357,0.1066152,0.7049705,1,9.608836,1,0.01391381,1,65.51741,1,915.223,-97.43787,43.34688,119.8021,61.65442,46.6613,166.108,3.601729,8.876709,0.3556052,-0.05223649,0.1313942,3,-49.66126,3.027498,1.532082,0,2.03612,7.450581e-09,0.35416,83.42742,6.255795,24.8696,-12.40518,7.400521,23.08213,-12.3544,6.278859,27.62455,-11.07026,6.279158,7.954246,7.655848,0.4400934,1490.487,14.57715,9.14897,2.180683,2.912194,21.88585,60.46217,157.6132,34.46138,287.4082,350.0978,0.0
202503141600,202503141630,424.9093,1.127196,2.938879,0.07600749,1.044232,2,13.92075,1,0.02015273,1,66.25026,1,976.9542,11.32696,39.20524,108.2996,55.74959,42.19373,198.5708,2.155118,7.237887,0.2501811,-0.1522309,0.0650773,3,-17.04076,1.379763,1.430148,0,1.458916,0.0,0.28249,83.40854,6.13696,25.70416,-12.09114,7.210061,23.95996,-12.04337,6.027108,28.77945,-10.76749,6.081774,7.760837,7.471888,0.4485253,1759.185,14.19756,8.98574,2.149248,2.941222,22.82231,117.5205,224.3401,51.70959,294.2737,349.3838,0.0
202503141630,202503141700,426.0419,0.6759075,3.008906,0.07903862,0.8030468,3,9.265282,3,0.01341952,3,71.90982,3,863.8937,-80.7848,44.74721,123.6634,63.64608,48.16863,152.1557,3.867634,8.576393,0.3613906,-0.05462324,0.1355075,3,-47.49132,3.55949,1.037661,0,1.524575,7.450581e-09,0.3458982,83.38577,6.505314,25.64526,-11.79784,7.485021,24.06448,-11.75419,6.528926,28.46322,-10.46829,6.526681,7.898831,7.753323,0.525246,1491.537,14.08799,8.893773,2.115429,2.941278,23.95915,102.9272,250.7237,60.20549,265.3315,352.9226,0.0
202503141700,202503141730,425.5933,0.4553303,2.928972,0.05207415,0.6560841,2,9.476397,1,0.01372162,1,48.21626,1,817.0024,-115.2182,45.82872,126.6554,65.18596,49.3339,165.3633,4.171644,8.863649,0.39646,-0.02784109,0.1632557,4,-93.1763,3.832229,1.149798,0,1.624862,7.450581e-09,0.3683036,83.38759,6.225587,25.45073,-12.13334,7.27945,23.76076,-12.08647,6.247711,28.27882,-10.79477,6.26443,7.817206,7.540383,0.3893118,1469.431,12.1985,8.842301,2.125419,2.941611,25.49113,50.92666,202.8853,51.58502,250.5134,350.887,0.0
202503141730,202503141800,425.3831,0.4435548,3.00434,0.03389727,0.4753373,8,2.172532,8,0.003143711,8,1.491764,8,861.715,-69.2252,48.08255,133.1724,68.4453,51.79554,166.9991,3.460987,7.196628,0.3022964,-0.002081198,0.09516114,2,-1246.46,3.293063,0.9771831,0,1.073568,7.450581e-09,0.2906197,83.39876,5.478605,27.48273,-11.82337,6.716388,25.33902,-11.76806,5.555812,30.29617,-10.53339,5.530861,7.364128,6.98342,0.2620858,1000.0,10.81264,8.713798,2.081042,2.93175,25.96585,-55.88361,58.18169,15.26318,244.4655,343.2676,0.0
202503141800,202503141830,424.3043,0.3150691,3.017941,0.05420116,0.7033268,1,-0.2476252,9,-0.0003580865,9,-16.76316,1,903.6964,-48.31106,44.17342,126.1104,63.54661,48.0206,154.7175,3.117021,7.606618,0.2593354,0.03418526,0.07020418,4,75.88445,2.759846,0.9081491,0,1.503111,3.72529e-09,0.277196,83.3943,4.813576,28.90068,-11.77447,6.172864,26.42681,-11.71358,4.869156,31.90799,-10.48235,4.868118,6.99007,6.4406,0.2396013,191.1787,9.899989,8.47131,2.067547,2.880166,28.75436,-83.14163,9.157081,4.01142,248.4902,336.7775,0.0
202503141830,202503141900,423.812,0.2410894,3.123331,0.01568406,0.7609719,1,0.823513,1,0.001190391,1,-26.39656,1,935.3773,-54.62814,40.94128,117.9307,59.07273,44.62157,121.1514,2.510866,5.47633,0.2505209,0.05954795,0.06561791,2,43.56371,2.428712,0.8434174,0,0.6176304,7.450581e-09,0.2944548,83.40454,4.385464,30.81395,-11.34356,5.744635,28.16883,-11.28236,4.447734,33.89179,-10.08961,4.43188,6.625266,6.021536,0.2711112,156.0475,9.359834,8.223148,2.029133,2.880944,0.0,-85.70753,-3.735549,1.213295,253.4773,334.236,0.0
202503141900,202503141930,423.3872,0.3712253,3.170279,0.02379476,0.7154803,1,0.828763,2,0.001197648,2,-18.04969,1,1039.691,-14.5235,18.56636,671.9277,81.60957,49.79445,137.452,1.877542,4.83661,0.1699443,0.1302978,0.03022764,3,19.90924,1.724978,0.7842305,0,0.7756302,3.72529e-09,0.2419124,83.40578,4.086308,31.93157,-11.15976,5.503115,29.07333,-11.09581,4.155402,35.04319,-9.925877,4.15633,6.43252,5.783722,0.2174583,130.3361,8.905279,8.053102,2.017203,2.882861,0.0,-71.0993,-3.287399,1.478549,265.4805,331.8139,0.0
202503141930,202503142000,423.3807,0.312203,3.227278,0.05696254,0.7902059,1,3.225789,2,0.004661534,2,-22.11007,1,1116.494,-30.12419,42.12196,120.8757,60.69981,45.85852,127.5927,2.518692,6.17687,0.2556176,0.04663191,0.06839778,3,55.62993,2.370326,1.052999,0,0.8103794,0.0,0.2899556,83.41696,4.069948,32.54987,-10.93509,5.455508,29.69651,-10.87241,4.141258,35.74511,-9.687802,4.149847,6.354953,5.741226,0.2138077,169.163,8.799509,7.830226,1.958838,2.884111,0.0,-69.81629,-3.102921,1.299174,267.0123,332.4265,0.0
202503142000,202503142030,423.1532,0.2605422,3.29443,0.05824325,0.7657971,1,0.777396,2,0.001123231,2,-27.39338,1,1245.121,-11.33796,37.39779,107.9692,53.98855,40.77819,113.341,2.961532,5.975174,0.2444882,0.06647597,0.06260929,1,39.02357,2.874677,0.7877467,0,0.7187628,9.313226e-10,0.3217932,83.42124,3.94635,33.52535,-10.67379,5.278895,30.6919,-10.61335,3.981161,36.80975,-9.458779,3.994305,6.188952,5.570291,0.2280778,151.1126,8.474989,7.658436,1.961381,2.886055,0.0,-75.9167,-3.381998,1.138921,260.682,332.0778,0.0
202503142030,202503142100,422.9793,0.2273289,3.481707,0.04988823,0.7683263,3,2.801849,4,0.004048315,4,-21.16226,3,1352.164,-10.35499,39.9317,113.9624,57.42422,43.39618,120.2005,3.395902,6.904775,0.2852603,0.03213149,0.08522968,1,80.7348,3.314074,0.9523985,0,0.7387472,3.72529e-09,0.345916,83.42656,3.949742,35.41198,-9.977258,5.304398,32.37004,-9.915456,3.988058,38.77162,-8.788306,4.02168,6.048936,5.612414,0.159944,196.4509,8.520332,7.509165,1.94306,2.888333,0.0,-58.21153,-2.474951,1.026187,277.7988,332.5092,0.0
202503142100,202503142130,423.2018,0.4363079,3.581714,0.03869555,0.7541769,3,0.09983952,7,0.0001442305,7,-7.649433,3,4.175837,-1.509052,13.14603,335.0067,50.37547,31.94002,128.3525,1.611117,4.128507,0.1846558,0.04311403,0.03573863,1,60.16904,1.443374,0.6381784,0,0.6819255,3.72529e-09,0.2002363,83.43289,3.723998,37.01245,-9.617986,5.083548,33.81637,-9.555722,3.806038,40.19024,-8.491961,3.814264,5.829609,5.40023,0.1980782,174.0968,8.382129,7.447926,1.898256,2.889361,0.0,-45.70996,-2.330041,0.8272842,288.8816,331.4342,0.0
202503142130,202503142200,423.0129,0.3647606,3.759462,0.07792406,0.7677161,3,2.222549,4,0.003210772,4,-9.031264,3,-5.042661,-10.64538,48.96426,138.7108,70.25829,53.11145,137.3195,1.975502,5.13368,0.2433692,0.02193218,0.06208266,4,118.2796,1.719883,0.8391043,0,0.9301234,3.72529e-09,0.2287142,83.44554,3.744181,38.78986,-9.002697,5.098273,35.45269,-8.940366,3.814428,41.77186,-7.988758,3.84421,5.690602,5.430434,0.1442113,237.2605,8.402701,7.380083,1.905692,2.890944,0.0,-39.24416,-1.761869,0.9519845,294.95,331.4803,0.0
202503142200,202503142230,422.9482,0.3176702,3.959288,0.03605769,0.88895,1,0.8569491,1,0.001237923,1,-9.662043,1,-3.091723,-8.663322,45.52205,129.7751,65.45771,49.46777,159.4967,2.392925,6.085417,0.2209535,0.03163963,0.05118142,3,81.98988,2.324131,0.9058262,0,0.5603178,3.72529e-09,0.2274574,83.45123,3.681546,41.03706,-8.337866,5.01147,37.56335,-8.276286,3.76681,44.00773,-7.358382,3.778385,5.471739,5.361146,0.1450069,197.8151,8.2591,7.28536,1.910744,2.892333,0.0,-38.90269,-1.943982,0.6645591,295.485,331.7791,0.0
202503142230,202503142300,422.8072,0.2676661,4.125342,0.08517198,0.8730858,1,-0.7382594,8,-0.001066343,8,-6.855436,1,1.579838,-3.981542,39.20072,111.6568,56.33181,42.5749,144.1459,2.313831,6.140798,0.205285,0.02830429,0.04420174,2,91.65146,2.170411,0.6911264,0,0.7817333,3.72529e-09,0.2547511,83.4605,3.536939,43.19256,-7.811566,4.8653,39.53604,-7.749755,3.64368,46.09735,-6.870168,3.646545,5.244715,5.229588,0.08762771,208.3168,8.236324,7.222542,1.839516,2.893277,0.0,-32.57064,-1.601574,0.6403385,300.9274,331.2561,0.0
202503142300,202503142330,422.5453,0.234558,4.445747,0.06642967,0.7393069,3,2.874803,6,0.004151544,6,-6.695471,3,-8.168027,-13.68956,44.53495,124.9649,63.67662,48.16019,137.5895,3.60213,7.827259,0.2988316,0.008687613,0.09372824,4,298.601,3.306389,1.027115,0,1.346356,7.450581e-09,0.3202603,83.46346,3.318069,47.26368,-6.84421,4.626296,43.31238,-6.782793,3.434623,50.09146,-5.978253,3.431208,4.835703,5.018364,0.07541454,356.5868,8.181818,7.138094,1.839865,2.893972,0.0,-30.37162,-1.488266,0.4594792,302.2364,330.6603,0.0
202503142330,202503150000,422.5027,0.3128923,4.60618,0.0568353,1.087397,3,-1.718405,6,-0.00248103,6,-3.513504,3,-10.35147,-15.98722,47.47357,133.427,67.92337,51.36734,159.6837,2.280112,5.341231,0.2311288,0.01038166,0.0561128,3,249.8763,2.103143,0.7992925,0,0.8141167,1.490116e-08,0.2286873,83.46295,3.112905,49.68136,-6.383107,4.401914,45.57891,-6.322312,3.203551,52.50163,-5.575228,3.219969,4.570091,4.807869,0.09505304,325.7838,8.028254,7.084522,1.84387,2.83775,0.0,-32.18746,-1.749687,0.4610055,299.6,329.5768,0.0
202503150000,202503150030,422.2221,0.282102,4.664338,0.02834089,0.6146349,1,-0.14275,8,-0.0002060433,8,-8.546505,1,-19.67064,-25.28976,25.65977,681.8015,99.25444,62.52046,153.3989,2.494436,5.866383,0.1897433,0.04444726,0.03785339,1,58.36423,2.376453,0.6660477,0,0.7695864,7.450581e-09,0.2211712,83.45396,2.809543,51.38816,-6.22156,4.116573,47.078,-6.159767,2.902048,54.24494,-5.425644,2.918225,4.356032,4.526922,0.1276185,172.135,7.651319,7.034364,1.847247,2.882666,0.0,-44.27614,-2.203256,0.614759,286.3626,327.8207,0.0
202503150030,202503150100,422.0154,0.3424223,4.710059,0.01431037,0.8926244,3,-0.7566888,4,-0.001092038,4,-7.745186,3,1.522111,-4.337956,50.81571,143.7033,72.8734,55.09277,178.7607,2.14626,4.413926,0.2408568,0.01978202,0.06103184,4,131.1358,1.933898,0.68157,0,0.922362,1.490116e-08,0.2188841,83.46146,2.671181,52.41168,-6.092288,3.957615,48.07768,-6.031372,2.752345,55.35545,-5.298694,2.766637,4.2266,4.371949,0.1649621,250.718,7.426058,6.95274,1.851112,2.858277,0.0,-42.44919,-2.174839,0.7287758,287.2202,326.7658,0.0
202503150100,202503150130,421.989,0.4614428,4.763363,0.0332018,0.5422526,3,0.2823178,6,0.000407309,6,-7.994257,4,-7.775762,-13.94918,25.64059,880.3838,110.1911,67.30677,204.5584,1.94103,4.563048,0.1413911,0.1001791,0.02105789,5,25.89493,1.802268,0.770625,0,0.6834276,7.450581e-09,0.1899104,83.4657,2.322361,54.34239,-5.944223,3.58728,49.90937,-5.884175,2.424628,57.10951,-5.195418,2.404414,3.972833,4.00565,0.1893321,136.8423,7.273583,6.858231,1.785499,2.836,0.0,-40.52197,-2.212898,0.771848,287.3985,324.9357,0.0
202503150130,202503150200,421.6625,0.3630073,4.681731,0.0437223,0.5763931,5,-0.5172542,7,-0.0007460395,7,-8.884473,5,-42.14953,-48.97252,39.1968,1522.959,177.0738,106.6916,219.6993,2.527463,5.357649,0.1361671,0.1253054,0.01955427,3,20.70247,2.37884,0.589515,0,0.8667132,2.980232e-08,0.1696357,83.47042,2.034542,54.52814,-6.168172,3.281436,50.13026,-6.109026,2.113829,57.5348,-5.389216,2.105002,3.87117,3.692212,0.2687694,131.1983,7.012073,6.705306,1.779504,2.837583,0.0,-53.9522,-2.903898,0.6365196,273.3434,323.7552,0.0
202503150200,202503150230,420.7746,0.2750103,4.601899,0.01513549,0.5066666,1,-1.036308,2,-0.00149403,2,-13.9123,1,-4.648895,-12.47284,45.08567,2252.132,225.8977,132.1469,246.5582,2.35595,3.788061,0.1265236,0.2447862,0.01691088,1,10.59753,2.345455,0.326006,0,0.2456613,-7.450581e-09,0.1710253,83.46937,1.595685,55.30725,-6.393011,2.870239,50.73574,-6.33257,1.658966,58.45144,-5.609284,1.66872,3.713755,3.273467,0.1895147,120.2147,6.507401,6.548668,1.783917,2.837944,0.0,-67.90752,-3.46484,0.9306306,257.0334,320.5455,0.0
202503150230,202503150300,420.5844,0.2116314,4.619378,0.02166832,0.3976859,3,-0.2138441,9,-0.000308263,9,-7.512821,3,1006.918,5.308998,53.61508,2629.474,266.6016,156.1517,236.5391,2.332026,3.734636,0.1078758,0.2127399,0.01229891,1,12.1939,2.317289,0.3908156,0,0.2889578,0.0,0.1447656,83.47286,1.460992,56.06569,-6.342283,2.714396,51.49812,-6.28279,1.545905,59.0688,-5.578335,1.554942,3.616183,3.11894,0.1926782,121.9499,6.623448,6.386311,1.790215,2.840028,0.0,-40.55963,-2.0501,0.771151,282.8005,320.5388,0.0
202503150300,202503150330,420.7124,0.2638593,4.752366,0.01859106,0.6139274,1,1.108719,1,0.001598565,1,-4.002581,1,978.2335,-3.841969,40.12001,984.2442,149.8152,95.06993,238.958,2.932898,4.692978,0.167155,0.02993143,0.02950774,1,86.66909,2.92155,0.4179168,0,0.3022243,0.0,0.2402702,83.47778,1.679953,56.76944,-5.972632,2.949202,52.09622,-5.912251,1.751493,59.79984,-5.221776,1.801921,3.630743,3.365691,0.05529318,202.9012,6.810536,6.275264,1.794601,2.840611,0.0,-24.13994,-1.10949,0.6623322,299.9205,322.2886,0.0
202503150330,202503150400,420.9408,0.2269691,4.744414,0.03208654,0.6462535,1,0.4359258,7,0.000628547,7,-2.634419,2,997.0148,-5.757896,41.3316,1008.756,153.9307,97.77222,238.3965,2.642731,4.007438,0.1470356,0.02912625,0.0228335,4,89.065,2.62955,0.3816903,0,0.2970445,1.490116e-08,0.2053956,83.49563,1.702908,56.59604,-5.991648,2.967995,51.95279,-5.93148,1.791476,59.60154,-5.22807,1.827137,3.646619,3.383782,0.06506119,205.5054,6.73437,6.216218,1.783813,2.841528,0.0,-26.51368,-1.365091,0.523852,298.0549,322.6797,0.0
202503150400,202503150430,421.091,1.157117,4.785272,0.0603005,0.7295347,5,-0.1746775,7,-0.0002518317,7,-3.962237,5,-13.03777,-21.35073,36.81772,1183.468,153.9552,94.5325,232.2691,2.097431,4.807919,0.1225648,0.07652393,0.01587856,4,33.89959,2.047606,0.6694508,0,0.4694808,0.0,0.169587,83.52582,1.549748,57.74374,-5.874823,2.794621,53.07272,-5.815524,1.666081,60.37625,-5.178031,1.660264,3.51888,3.213733,0.1488916,145.543,6.519026,6.167895,1.72025,2.842805,0.0,-37.45299,-2.054234,0.4511953,287.0161,321.9636,0.0
202503150430,202503150500,421.0221,0.4164476,4.771359,0.03070172,0.2793688,9,-0.2071141,9,-0.000298496,9,-2.222178,9,950.7976,-49.64745,126.3135,5327.266,709.0195,401.5161,224.6607,1.259864,1.984335,0.04219461,1.054469,0.001884722,9,2.460129,1.236031,0.2335369,0,0.2553844,0.0,0.07273028,83.54378,1.204052,59.02506,-5.910175,2.465554,54.17793,-5.850028,1.314115,61.65606,-5.23284,1.297012,3.3564,2.882953,0.2057589,111.3697,6.060394,6.119631,1.724692,2.84375,0.0,-49.10965,-2.651478,0.8003054,273.467,319.1248,0.0
202503150500,202503150530,422.2532,1.983593,4.651028,0.05957257,-5.124189,7,6.283907,7,0.009048057,7,53.97536,7,937.725,-30.99082,104.1561,287.5124,148.1456,112.1196,345.2898,1.01644,1.619911,0.3086793,-0.06550172,0.1012543,6,-39.604,0.3704568,0.7355578,0,0.6882406,3.72529e-09,0.1143811,83.5587,0.2600422,61.66537,-6.238218,1.451054,56.83718,-6.18138,0.3329357,63.78684,-5.723777,0.2485729,2.948468,1.856482,0.6507136,1495.353,5.388026,5.979171,1.728603,2.844889,0.0,-61.98708,-3.65166,0.4843277,256.3175,314.1686,0.0
202503150530,202503150600,420.0718,0.7805573,4.695278,0.03003511,0.2856095,9,-0.5168208,9,-0.000743981,9,-2.370768,9,1005.186,-48.98428,33.48054,1612.137,165.1842,97.11921,16.16727,0.659814,1.47088,0.04602104,0.8723669,0.002253193,9,2.973669,0.6098257,0.3148363,0,0.2416454,1.862645e-09,0.05807653,83.57878,-0.2297176,64.39391,-6.129677,1.349092,57.77531,-6.05418,0.08048846,66.3002,-5.451021,0.1418311,2.855346,1.758043,0.1990459,111.9279,4.808051,5.789976,1.735293,2.845917,0.0,-70.78503,-3.223971,0.9195796,242.2015,308.843,0.0
202503150600,202503150630,419.25,0.2781555,4.599397,0.1379437,-0.1347327,8,2.516054,8,0.003620698,8,8.931829,8,1069.589,-28.60201,37.41553,255.9891,80.63982,59.0764,14.17316,1.627615,2.731216,0.08135149,-0.5969606,0.007053244,6,-4.345563,1.621154,0.5610561,0,0.1893277,7.450581e-09,0.03662097,83.61133,-0.3252148,63.60466,-6.383927,0.9537783,58.25227,-6.322828,-0.2836472,66.26545,-5.808384,-0.3144966,2.750328,1.354022,0.7157928,2013.089,4.291701,5.444024,1.726968,2.848278,1.656009,-79.03354,-2.334139,0.5119327,232.0322,308.2197,0.0
202503150630,202503150700,418.8278,0.5777227,4.526646,0.09430098,-0.2867588,8,0.1468674,8,0.0002112107,8,4.034533,8,1095.618,-8.76831,75.37562,466.0046,154.7638,115.1805,13.3407,2.288376,3.158397,0.04907422,-1.211337,0.002573719,4,-2.141542,2.284534,0.3388588,0,0.1798584,0.0,0.0534757,83.62956,-0.9037316,65.3673,-6.581942,0.301728,60.13735,-6.52432,-0.9702202,68.87772,-5.959573,-0.9362094,2.50452,0.6946858,0.5839747,2057.169,4.499784,5.074064,1.669187,2.84775,32.34084,-67.11663,13.98781,3.895855,230.0097,307.2182,0.0
202503150700,202503150730,418.6716,0.4274394,4.452252,0.08275591,0.4939645,9,-2.843932,9,-0.004088084,9,0.6514995,9,1143.955,49.40868,60.81273,987.1598,190.6084,126.5077,18.26422,2.710125,3.560627,0.1182096,-0.01055965,0.01496504,3,-245.6643,2.702219,0.2740293,0,0.2373534,1.490116e-08,0.0782203,83.66143,-1.321828,66.32773,-6.786883,-0.2112172,61.40996,-6.733809,-1.433453,70.02577,-6.18647,-1.413481,2.33287,0.1746919,0.4042066,1395.646,4.764441,4.844234,1.675708,2.791611,22.04843,-28.15638,67.14539,16.38932,228.8724,307.7849,0.0
202503150730,202503150800,420.264,0.8721764,4.736427,0.09751834,4.455576,6,20.54166,6,0.02956111,6,85.6,6,1179.469,77.83493,89.45774,246.9765,127.2401,96.29786,30.19012,1.294701,2.836698,0.3854711,-0.05359336,0.1585375,6,-48.40394,0.55965,1.184895,0,0.4496356,7.450581e-09,0.1727517,83.71998,0.7229586,61.1134,-5.929896,0.9162171,60.2465,-5.920628,-0.2522668,68.24754,-5.398961,-0.1470527,2.613221,1.328259,0.6761267,1491.095,6.108716,5.18166,1.68064,2.795722,26.20195,92.81335,247.3661,64.55586,230.844,320.8409,0.0
202503150800,202503150830,422.9089,0.482262,4.935893,0.0771527,0.3006324,3,10.68649,3,0.01540093,3,33.98714,3,1127.642,32.33171,21.65319,143.698,46.15216,33.83338,232.7208,1.598363,3.000176,0.1054169,-1.04384,0.01180225,4,-2.48518,1.563147,0.5132995,0,0.3311672,7.450581e-09,0.1894642,83.80459,1.937006,58.2722,-5.389253,2.401705,56.47617,-5.367021,1.27296,62.69393,-5.054649,1.32391,3.177806,2.833302,0.512832,2050.296,6.783579,5.249048,1.680077,2.795695,24.13486,172.9817,359.7829,86.72914,235.1007,335.1728,0.0
202503150830,202503150900,423.5096,0.4477025,4.911058,0.08218579,0.305009,1,16.11809,1,0.02325745,1,68.87424,1,144.151,137.1038,21.79728,131.2902,44.22099,33.00429,230.4817,2.150854,4.764755,0.08269267,-4.362104,0.007231164,9,-0.5946969,1.975749,0.5724912,0,0.7938487,0.0,0.2467913,83.84131,3.009639,53.72268,-5.4583,3.655143,51.44842,-5.427562,2.577495,57.17905,-5.040813,2.623475,3.874853,4.086609,0.5332682,2088.106,7.97901,5.472317,1.674757,2.795222,23.25554,262.0686,476.9822,110.8526,238.3668,342.4278,0.0
202503150900,202503150930,424.3564,0.6609044,4.910179,0.117659,-0.3037776,1,22.32968,1,0.03225021,1,86.0305,1,-3.122014,-7.956274,18.22881,113.2809,37.63077,27.88844,225.8264,2.132996,5.467136,0.1060968,-2.582806,0.01186706,7,-1.004384,1.833091,1.110269,0,0.9340643,7.450581e-09,0.2967824,83.87898,4.078965,49.86146,-5.45052,4.601128,48.15788,-5.425731,3.551843,53.28812,-5.059168,3.600058,4.424255,5.033981,0.6572712,2079.912,9.172289,5.795682,1.666866,2.793611,22.69269,368.029,608.937,138.1288,246.3081,349.0874,0.0
202503150930,202503151000,425.2998,1.633247,4.396874,0.1253163,-1.433512,3,28.93277,3,0.04181727,3,130.7674,3,263.0966,260.7124,46.55054,128.571,66.1994,50.10215,203.6616,3.921688,10.64037,0.3382334,-0.120902,0.1203084,3,-21.45647,3.643376,1.09097,0,1.420247,0.0,0.3429756,83.8894,4.368882,43.67349,-6.913091,5.434474,40.71403,-6.863241,4.317729,46.15862,-6.237494,4.37341,5.364078,5.823441,0.7935329,1670.871,10.23128,6.154713,1.704956,2.817055,21.09775,306.8008,515.0399,112.763,250.8108,346.287,0.0
202503151000,202503151030,425.4536,0.9480392,4.275286,0.1585664,1.001594,3,15.95002,4,0.02306902,4,182.2025,3,101.8389,101.6612,52.69918,145.5903,74.95584,56.72816,186.3849,3.813426,7.494192,0.4221503,-0.08603241,0.1869292,4,-30.15294,3.354524,1.028329,0,1.830526,2.980232e-08,0.3665769,83.8903,5.126617,40.2995,-7.271866,6.045646,37.96807,-7.22911,5.051012,42.59374,-6.617678,5.119213,5.861164,6.424734,0.9356377,1499.926,13.55854,6.509761,1.725973,2.850861,21.33103,444.8002,692.0639,151.2235,254.8397,350.8799,0.0
